Owner,IpStart,IpEnd,Maintainer,LastSeenOn
"","87.118.109.1","87.118.109.254","KEYWEB-MNT","07/02/2026 00:34:41"
"EKIPHOST EKIPHOST BILISIM TEKNOLOJILERI SAN. TIC. LTD. STI.","146.103.26.0","146.103.26.255","","07/01/2026 00:36:18"
"VT-DYNAMICPOOL West","46.142.128.1","46.142.159.254","VT-MNT","07/02/2026 00:07:58"
"MOACKCOLTD-AS-AP MOACK.Co.LTD","146.103.27.0","146.103.27.255","","07/01/2026 00:36:18"
"AWSOLUCOESDI","146.103.34.0","146.103.34.255","","07/01/2026 00:36:18"
"VT-POOL3-rec1001aihr001","89.245.96.1","89.245.111.254","VT-MNT","07/02/2026 00:07:58"
"CLOUVIDER Clouvider - Global ASN","146.103.28.0","146.103.31.255","","08/01/2025 00:33:50"
"Raya-Holding","146.103.32.0","146.103.32.255","","07/01/2026 00:36:18"
"SERVAONE","146.103.33.0","146.103.33.255","","07/01/2026 00:36:18"
"IPROYAL","146.103.36.0","146.103.36.255","","07/01/2026 00:36:18"
"CDNEXT","146.103.35.0","146.103.35.255","","07/01/2026 00:36:18"
"VT-DYNAMICPOOL 5G Customer","61.8.132.1","61.8.135.254","VT-MNT","03/06/2025 15:28:20"
"BUNNY-COMMUNICATIONS-GLOBAL","146.103.37.0","146.103.37.255","","07/01/2026 00:36:18"
"","87.118.86.1","87.118.86.254","KEYWEB-MNT","07/02/2026 00:34:41"
"REGXA-CLOUD","146.103.40.0","146.103.43.255","","07/01/2026 00:36:18"
"SECFIREWALLAS","146.103.39.0","146.103.39.255","","07/01/2026 00:36:18"
"BALTNETA Customers AS","146.103.38.0","146.103.38.255","","07/01/2026 00:36:18"
"CDNEXT","146.103.45.0","146.103.45.255","","07/01/2026 00:36:18"
"","84.19.166.1","84.19.166.254","KEYWEB-MNT","07/02/2026 00:34:41"
"AS40676","146.103.44.0","146.103.44.255","","07/01/2026 00:36:18"
"OVH","146.103.49.0","146.103.49.255","","07/01/2026 00:36:18"
"VT-POOL Customer West","89.246.184.1","89.246.191.254","VT-MNT","10/02/2025 00:34:24"
"NODEHUBLLC","146.103.48.0","146.103.48.255","","07/01/2026 00:36:18"
"CK-IT-AS","146.103.47.0","146.103.47.255","","07/01/2026 00:36:18"
"BLOCKCHAIN-CREEK Servcity","146.103.50.0","146.103.50.255","","07/01/2026 00:36:18"
"CDNEXT","146.103.51.0","146.103.51.255","","07/01/2026 00:36:18"
"","95.169.183.1","95.169.183.254","KEYWEB-MNT","07/02/2026 00:34:41"
"EAJ-GLOBAL","146.103.52.0","146.103.52.255","","07/01/2026 00:36:18"
"ZEN-ECN","146.103.46.0","146.103.46.255","","07/01/2026 00:36:18"
"","62.141.51.1","62.141.51.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Versatel Deutschland","212.80.224.1","212.80.255.254","VT-ENGI-MNT","07/02/2026 00:07:57"
"DIRECTNODE-AS","146.103.54.0","146.103.54.255","","07/01/2026 00:36:18"
"UK2NET-AS","146.103.56.0","146.103.56.255","","07/01/2026 00:36:18"
"BUNNY-TECHNOLOGY-LLC","146.103.57.0","146.103.57.255","","07/01/2026 00:36:18"
"AS40676","146.103.55.0","146.103.55.255","","07/01/2026 00:36:18"
"NET-HARUKA","146.103.53.0","146.103.53.255","","07/01/2026 00:36:18"
"SG-NET-01","146.103.58.0","146.103.58.255","","07/01/2026 00:36:18"
"AS40676","146.103.59.0","146.103.59.255","","07/01/2026 00:36:18"
"Customer Tata Internet","62.72.70.1","62.72.70.254","VT-ENGI-MNT","07/02/2026 00:07:55"
"VT-DYNAMICPOOL West","94.134.172.1","94.134.175.254","VT-MNT","06/02/2026 00:32:09"
"INTERNET-2","146.103.61.0","146.103.61.255","","07/01/2026 00:36:18"
"HTB-AS  Hurricane Electric","146.103.60.0","146.103.60.255","","07/01/2026 00:36:18"
"AMAZON-02","146.103.62.0","146.103.63.255","","07/01/2026 00:36:18"
"","87.118.112.1","87.118.112.254","KEYWEB-MNT","07/02/2026 00:34:41"
"ML-1432-54994","146.103.64.0","146.103.68.255","","07/01/2026 00:36:18"
"","84.19.168.1","84.19.168.254","KEYWEB-MNT","07/02/2026 00:34:41"
"ML-1432-54994","146.103.73.0","146.103.75.255","","03/06/2025 15:30:08"
"Not routed","146.103.72.0","146.103.72.255","","09/01/2025 00:43:49"
"ML-1432-54994","146.103.71.0","146.103.71.255","","09/01/2025 00:43:49"
"","62.141.60.1","62.141.60.254","KEYWEB-MNT","07/02/2026 00:34:41"
"VT-DYNAMICPOOL East","89.247.232.1","89.247.239.254","VT-MNT","07/02/2026 00:07:58"
"Not routed","146.103.69.0","146.103.70.255","","06/01/2026 00:53:45"
"IMEC","146.103.224.0","146.103.225.255","","07/01/2026 00:36:18"
"1und1 Mobilfunk","202.71.141.1","202.71.141.254","VT-MNT","07/02/2026 00:07:57"
"Not routed","146.103.76.0","146.103.223.255","","03/06/2025 15:30:08"
"","87.118.113.1","87.118.113.254","KEYWEB-MNT","07/02/2026 00:34:41"
"IMEC","146.103.226.0","146.103.255.255","","07/01/2026 00:36:18"
"Versatel Deutschland","213.139.128.1","213.139.159.254","VT-ENGI-MNT","07/02/2026 00:07:57"
"Not routed","146.104.0.0","146.104.248.255","","07/01/2026 00:36:18"
"","87.118.127.1","87.118.127.254","KEYWEB-MNT","07/02/2026 00:34:41"
"PT","146.104.250.0","146.104.250.255","","06/01/2026 00:53:45"
"KPN KPN National","146.104.249.0","146.104.249.255","","06/01/2026 00:53:45"
"VT-DYNAMICPOOL Sued","92.117.192.1","92.117.223.254","VT-MNT","07/02/2026 00:07:58"
"NL-IX_ENTERPRISE_SERVICES","146.104.251.0","146.104.251.255","","07/01/2026 00:36:18"
"","84.19.172.1","84.19.172.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Johanniter Competence Center GmbH","91.220.125.1","91.220.125.254","VT-ENGI-MNT","07/02/2026 00:07:59"
"KPN KPN National","146.104.252.0","146.104.253.255","","07/01/2026 00:36:18"
"Not routed","146.104.254.0","146.104.255.255","","07/01/2026 00:36:18"
"Not routed","146.106.0.0","146.106.255.255","","07/01/2026 00:36:18"
"GECITS-EU","146.105.0.0","146.105.255.255","","07/01/2026 00:36:18"
"","62.141.56.1","62.141.56.254","KEYWEB-MNT","07/02/2026 00:34:41"
"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.","146.107.0.0","146.107.255.255","","07/01/2026 00:36:18"
"","87.118.114.1","87.118.114.254","KEYWEB-MNT","07/02/2026 00:34:41"
"VT-DYNAMICPOOL Sued","46.142.160.1","46.142.191.254","VT-MNT","07/02/2026 00:07:58"
"ZUMTOBEL-AS Corporate Datacenter Austria","146.108.0.0","146.108.255.255","","07/01/2026 00:36:18"
"ASN-INFOBOLSA","146.109.8.0","146.109.15.255","","07/01/2026 00:36:18"
"Not routed","146.109.0.0","146.109.5.255","","07/01/2026 00:36:18"
"SIX Zuerich, Switzerland","146.109.6.0","146.109.7.255","","07/01/2026 00:36:18"
"SIX Zuerich, Switzerland","146.109.70.0","146.109.71.255","","07/01/2026 00:36:18"
"Not routed","146.109.16.0","146.109.69.255","","07/01/2026 00:36:18"
"Not routed","146.109.146.0","146.109.152.255","","07/01/2026 00:36:18"
"","84.19.185.1","84.19.185.254","KEYWEB-MNT","07/02/2026 00:34:41"
"SWX Zurich, Switzerland","146.109.145.0","146.109.145.255","","07/01/2026 00:36:18"
"VT-POOL-Customer","89.246.192.1","89.246.223.254","VT-MNT","07/02/2026 00:07:58"
"Not routed","146.109.72.0","146.109.144.255","","07/01/2026 00:36:18"
"SWX Zurich, Switzerland","146.109.153.0","146.109.153.255","","07/01/2026 00:36:18"
"1und1 Mobilfunk","61.8.136.1","61.8.143.254","VT-MNT","07/02/2026 00:07:55"
"Not routed","146.109.192.0","146.109.255.255","","07/01/2026 00:36:18"
"SWX Zurich, Switzerland","146.109.160.0","146.109.161.255","","07/01/2026 00:36:18"
"","87.118.115.1","87.118.115.254","KEYWEB-MNT","07/02/2026 00:34:41"
"SWX Zurich, Switzerland","146.109.162.0","146.109.191.255","","07/01/2026 00:36:18"
"Not routed","146.109.154.0","146.109.159.255","","07/01/2026 00:36:18"
"Versatel Deutschland","212.93.0.1","212.93.31.254","VT-ENGI-MNT","07/02/2026 00:07:57"
"HBONE-AS KIFU","146.110.0.0","146.110.255.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.0.0","146.112.9.255","","07/01/2026 00:36:18"
"VT-DYNAMICPOOL RMS","89.246.32.1","89.246.63.254","VT-ENGI-MNT","07/02/2026 00:07:58"
"Not routed","146.112.10.0","146.112.10.255","","07/01/2026 00:36:18"
"CITY-UNIVERSITY-OF-NEW-YORK","146.111.0.0","146.111.255.255","","07/01/2026 00:36:18"
"","84.19.186.1","84.19.186.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.11.0","146.112.12.255","","07/01/2026 00:36:18"
"","84.19.182.1","84.19.182.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.20.0","146.112.24.255","","07/01/2026 00:36:18"
"VT-DYNAMICPOOL RMS","94.134.176.1","94.134.183.254","VT-MNT","07/02/2026 00:07:58"
"","84.19.187.1","84.19.187.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Not routed","146.112.13.0","146.112.13.255","","07/01/2026 00:36:18"
"","87.118.126.1","87.118.126.254","KEYWEB-MNT","07/02/2026 00:34:41"
"","87.118.93.1","87.118.93.254","KEYWEB-MNT","07/02/2026 00:34:41"
"VT-POOL6-unn1101aihr001","89.247.236.1","89.247.239.254","VT-MNT","04/02/2025 01:00:06"
"CISCO-UMBRELLA","146.112.14.0","146.112.18.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.31.0","146.112.31.255","","07/01/2026 00:36:18"
"Not routed","146.112.25.0","146.112.25.255","","07/01/2026 00:36:18"
"Not routed","146.112.30.0","146.112.30.255","","07/01/2026 00:36:18"
"","84.19.188.1","84.19.188.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.26.0","146.112.29.255","","07/01/2026 00:36:18"
"Not routed","146.112.19.0","146.112.19.255","","07/01/2026 00:36:18"
"Not routed","146.112.32.0","146.112.32.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.33.0","146.112.38.255","","07/01/2026 00:36:18"
"Not routed","146.112.39.0","146.112.39.255","","07/01/2026 00:36:18"
"","87.118.66.1","87.118.66.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.40.0","146.112.67.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.80.0","146.112.86.255","","07/01/2026 00:36:18"
"","87.118.87.1","87.118.87.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Versatel Deutschland","213.182.128.1","213.182.159.254","VT-ENGI-MNT","07/02/2026 00:07:57"
"VT-DYNAMICPOOL West","89.247.252.1","89.247.255.254","VT-MNT","07/02/2026 00:07:58"
"CISCO-UMBRELLA","146.112.95.0","146.112.120.255","","07/01/2026 00:36:18"
"Not routed","146.112.68.0","146.112.69.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.70.0","146.112.73.255","","07/01/2026 00:36:18"
"Not routed","146.112.74.0","146.112.79.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.92.0","146.112.94.255","","07/01/2026 00:36:18"
"","84.19.189.1","84.19.189.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Not routed","146.112.87.0","146.112.91.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.122.0","146.112.122.255","","07/01/2026 00:36:18"
"Service Kiosk IT Consulting GmbH","91.229.3.1","91.229.3.254","VT-ENGI-MNT","07/02/2026 00:07:59"
"Not routed","146.112.134.0","146.112.134.255","","07/01/2026 00:36:18"
"Keyweb AG IP Network","95.169.184.1","95.169.187.254","KEYWEB-MNT","07/02/2026 00:34:41"
"","62.141.52.1","62.141.52.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Not routed","146.112.121.0","146.112.121.255","","07/01/2026 00:36:18"
"Not routed","146.112.123.0","146.112.123.255","","07/01/2026 00:36:18"
"","84.19.190.1","84.19.190.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Versatel Deutschland","213.30.192.1","213.30.255.254","VT-ENGI-MNT","07/02/2026 00:07:58"
"","84.19.169.1","84.19.169.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.124.0","146.112.126.255","","07/01/2026 00:36:18"
"Not routed","146.112.127.0","146.112.127.255","","07/01/2026 00:36:18"
"","87.118.101.1","87.118.101.254","KEYWEB-MNT","07/02/2026 00:34:42"
"","87.118.116.1","87.118.116.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.128.0","146.112.133.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.135.0","146.112.171.255","","07/01/2026 00:36:18"
"Keyweb AG IP Network","87.118.64.1","87.118.127.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Not routed","146.112.172.0","146.112.172.255","","07/01/2026 00:36:18"
"","84.19.173.1","84.19.173.254","KEYWEB-MNT","07/02/2026 00:34:41"
"VT-POOL Customer West","89.247.32.1","89.247.63.254","VT-MNT","07/02/2026 00:07:58"
"Not routed","146.112.209.0","146.112.209.255","","07/01/2026 00:36:18"
"Not routed","146.112.189.0","146.112.189.255","","07/01/2026 00:36:18"
"VT-DYNAMICPOOL 5G Customer","61.8.136.1","61.8.139.254","VT-MNT","03/06/2025 15:28:20"
"CISCO-UMBRELLA","146.112.190.0","146.112.208.255","","07/01/2026 00:36:18"
"","62.141.57.1","62.141.57.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Not routed","146.112.180.0","146.112.183.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.173.0","146.112.179.255","","07/01/2026 00:36:18"
"","217.114.217.1","217.114.217.254","KEYWEB-MNT","07/02/2026 00:34:41"
"","87.118.70.1","87.118.70.254","KEYWEB-MNT","07/02/2026 00:34:41"
"VT-POOL-Customer","89.246.96.1","89.246.103.254","VT-MNT","07/02/2026 00:07:58"
"1&1 Versatel","92.116.0.1","92.117.255.254","VT-MNT","07/02/2026 00:07:59"
"CISCO-UMBRELLA","146.112.184.0","146.112.188.255","","07/01/2026 00:36:18"
"Not routed","146.112.212.0","146.112.213.255","","07/01/2026 00:36:18"
"Not routed","146.112.218.0","146.112.218.255","","07/01/2026 00:36:18"
"VT-POOL2-mun1902aihr001","92.117.224.1","92.117.255.254","VT-MNT","07/02/2026 00:07:58"
"VT-DYNAMICPOOL East","94.134.192.1","94.134.195.254","VT-MNT","07/02/2026 00:07:58"
"","62.141.58.1","62.141.58.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.221.0","146.112.233.255","","07/01/2026 00:36:19"
"CISCO-UMBRELLA","146.112.210.0","146.112.211.255","","07/01/2026 00:36:18"
"CISCO-UMBRELLA","146.112.214.0","146.112.217.255","","07/01/2026 00:36:18"
"COGENT-174","146.113.128.0","146.113.129.255","","07/01/2025 00:32:35"
"Not routed","146.112.234.0","146.112.234.255","","07/01/2026 00:36:19"
"CTSTELECOM","146.113.0.0","146.113.127.255","","07/01/2026 00:36:19"
"","84.19.183.1","84.19.183.254","KEYWEB-MNT","07/02/2026 00:34:41"
"Not routed","146.112.220.0","146.112.220.255","","07/01/2026 00:36:18"
"","87.118.110.1","87.118.110.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CISCO-UMBRELLA","146.112.235.0","146.112.255.255","","07/01/2026 00:36:19"
"CISCO-UMBRELLA","146.112.219.0","146.112.219.255","","07/01/2026 00:36:18"
"1und1 Mobilfunk","61.8.144.1","61.8.151.254","VT-MNT","07/02/2026 00:07:55"
"HOTWIRE-COMMUNICATIONS","146.113.130.0","146.113.147.255","","07/01/2025 00:32:35"
"RCN-AS","146.115.201.0","146.115.255.255","","07/01/2026 00:36:19"
"DATA-DISTIBUTORS-AS","146.115.200.0","146.115.200.255","","07/01/2026 00:36:19"
"Not routed","146.116.0.0","146.116.247.255","","07/01/2026 00:36:19"
"HOTWIRE-COMMUNICATIONS","146.113.148.0","146.113.245.255","","07/01/2025 00:32:35"
"HOTWIRE-COMMUNICATIONS","146.113.246.0","146.113.249.255","","07/01/2026 00:36:19"
"Schaumann Besitz-Huelsenberg GmbH & Co. KG","77.74.136.1","77.74.143.254","VT-ENGI-MNT","07/02/2026 00:07:55"
"AMAZON-02","146.116.248.0","146.116.248.255","","07/01/2026 00:36:19"
"RCN-AS","146.115.0.0","146.115.199.255","","07/01/2026 00:36:19"
"","87.118.71.1","87.118.71.254","KEYWEB-MNT","07/02/2026 00:34:41"
"","217.114.218.1","217.114.218.254","KEYWEB-MNT","07/02/2026 00:34:41"
"HOTWIRE-COMMUNICATIONS","146.113.250.0","146.113.255.255","","07/01/2026 00:36:19"
"uniserve GmbH","217.117.96.1","217.117.111.254","UNISERVE-DE","10/02/2025 00:34:24"
"CTA-42-AS1226","146.114.0.0","146.114.255.255","","07/01/2026 00:36:19"
"","87.118.88.1","87.118.88.254","KEYWEB-MNT","07/02/2026 00:34:41"
"CSIRO-PAWSEY-AS-AP Commonwealth Scientific and Industrial Research Organisation","146.118.0.0","146.118.255.255","","07/01/2026 00:36:19"
"VT-POOL3-stu1903aihr001","89.247.32.1","89.247.47.254","VT-MNT","07/02/2026 00:07:58"
"VT-POOL1-unn1101aihr001","92.116.0.1","92.116.15.254","VT-MNT","07/02/2026 00:07:58"
"METSAGROUP-AS","146.119.0.0","146.119.112.255","","03/06/2025 15:30:08"
"DEFENSE-NET","146.119.148.0","146.119.149.255","","07/01/2025 00:32:36"
"Not routed","146.116.250.0","146.117.255.255","","07/01/2026 00:36:19"
"METSAGROUP-AS","146.119.113.0","146.119.128.255","","03/06/2025 15:30:08"
"","87.118.64.1","87.118.64.254","KEYWEB-MNT","07/02/2026 00:34:41"
"VT-DYNAMICPOOL South","89.247.0.1","89.247.31.254","VT-MNT","07/02/2026 00:07:58"
"METSAGROUP-AS","146.119.129.0","146.119.147.255","","07/01/2025 00:32:36"
"METSAGROUP-AS","146.119.150.0","146.119.213.255","","07/01/2025 00:32:36"
"MICROSOFT-CORP-MSN-AS-BLOCK","146.116.249.0","146.116.249.255","","07/01/2026 00:36:19"
"METSAGROUP-AS","146.119.215.0","146.119.255.255","","07/01/2025 00:32:36"
"DEFENSE-NET","146.119.214.0","146.119.214.255","","07/01/2025 00:32:36"
"VT-POOL Customer South","94.134.216.1","94.134.223.254","VT-MNT","07/02/2026 00:07:58"
"TELESAT-AS","146.120.8.0","146.120.11.255","","07/01/2026 00:36:19"
"KING-NET-AS","146.120.12.0","146.120.12.255","","07/01/2026 00:36:19"
"Tata IZO","46.142.214.1","46.142.214.254","VT-MNT","07/02/2026 00:07:58"
"CHUDO-TELECOM-AS","146.120.0.0","146.120.7.255","","07/01/2026 00:36:19"
"","87.118.89.1","87.118.89.254","KEYWEB-MNT","07/02/2026 00:34:41"
"NANOTELECOM-AS providers to UZTELECOM","146.120.18.0","146.120.19.255","","07/01/2026 00:36:19"
"","87.118.65.1","87.118.65.254","KEYWEB-MNT","07/02/2026 00:34:41"
"NANOTELECOM-AS providers to UZTELECOM","146.120.16.0","146.120.17.255","","07/01/2026 00:36:19"
"UNITED-NETWORKS-AS","146.120.13.0","146.120.15.255","","07/01/2026 00:36:19"
"ALFATELECOM-AS","146.120.21.0","146.120.23.255","","12/01/2025 00:40:34"
"VIBORS-AS","146.120.20.0","146.120.20.255","","07/01/2026 00:36:19"
"VT-POOL Customer Sued","92.117.224.1","92.117.231.254","VT-MNT","04/02/2025 01:00:07"
"ULTRAXNET-AS","146.120.24.0","146.120.24.255","","05/05/2026 15:31:34"
"VT-DYNAMICPOOL West","94.134.64.1","94.134.67.254","VT-MNT","06/02/2026 00:32:09"
"ALFATELECOM-AS","146.120.25.0","146.120.31.255","","05/05/2026 15:31:34"
"A1-BY-AS","146.120.32.0","146.120.39.255","","07/01/2026 00:36:19"
"UNETCOM-AS","146.120.64.0","146.120.87.255","","07/01/2026 00:36:19"
"VT-DYNAMICPOOL 5G Customer","61.8.144.1","61.8.147.254","VT-MNT","03/06/2025 15:28:20"
"KING-NET-AS","146.120.56.0","146.120.63.255","","07/01/2026 00:36:19"
"TOPNET72-AS","146.120.88.0","146.120.88.255","","07/01/2026 00:36:19"
"KING-NET-AS","146.120.40.0","146.120.47.255","","07/01/2026 00:36:19"
"ATMOSPHERICA-AS","146.120.91.0","146.120.91.255","","07/01/2026 00:36:19"
"VT-POOL Customer Sued","92.117.232.1","92.117.239.254","VT-MNT","04/02/2025 01:00:07"
"VT-POOL 4 BRAS ber1005dihr001","89.247.64.1","89.247.79.254","VT-MNT","04/02/2025 01:00:07"
"TELECOM-MPK","146.120.89.0","146.120.89.255","","07/01/2026 00:36:19"
"ALFATELECOM-AS","146.120.48.0","146.120.55.255","","09/01/2025 00:43:49"
"uniserve GmbH","217.117.97.1","217.117.97.254","VT-MNT","07/02/2026 00:07:58"
"","87.118.117.1","87.118.117.254","KEYWEB-MNT","07/02/2026 00:34:41"
"THERECOMLTD","146.120.95.0","146.120.95.255","","07/01/2026 00:36:19"
"VT-POOL6-mun1901bihr001","89.247.112.1","89.247.119.254","VT-MNT","07/02/2026 00:07:58"
"STEPNET-KZ-AS","146.120.92.0","146.120.93.255","","07/01/2026 00:36:19"
"PIVNICH-LINE-AS","146.120.100.0","146.120.100.255","","07/01/2026 00:36:19"
"ALFATELECOM-AS","146.120.90.0","146.120.90.255","","07/01/2026 00:36:19"
"TELECOM-MPK","146.120.96.0","146.120.96.255","","07/01/2026 00:36:19"
"SMARTAVIA-AS","146.120.94.0","146.120.94.255","","07/01/2026 00:36:19"
"","84.19.191.1","84.19.191.254","KEYWEB-MNT","07/02/2026 00:34:41"
"KING-NET-AS","146.120.97.0","146.120.97.255","","07/01/2026 00:36:19"
"KTVS-AS","146.120.98.0","146.120.99.255","","07/01/2026 00:36:19"
